OBJECTID,NAME,COUNTY,OSP,TWNCODE,LAND,Shape__Area,Shape__Length
303,NARRAGANSETT,WASHINGTON,20,NA,Y,1.95572335996985e-05,0.0332919715502298
304,WESTERLY,WASHINGTON,36,WY,Y,2.18312288779998e-06,0.00749034164668653
305,WESTERLY,WASHINGTON,36,WY,Y,1.71360170497792e-08,0.000551235532298276
306,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,1.36073231260525e-06,0.00534182392139637
307,WESTERLY,WASHINGTON,36,WY,Y,2.16232365346514e-10,8.48173033981588e-05
308,NARRAGANSETT,WASHINGTON,20,NA,Y,4.53253505838802e-08,0.000839311285351977
309,NARRAGANSETT,WASHINGTON,20,NA,Y,1.4563006516255e-06,0.00687737921622002
310,NARRAGANSETT,WASHINGTON,20,NA,Y,3.96998984797392e-08,0.000793811711848576
311,NARRAGANSETT,WASHINGTON,20,NA,Y,8.07381184131373e-09,0.000396700243317835
312,NARRAGANSETT,WASHINGTON,20,NA,Y,1.07293544715503e-07,0.00141846445796198
313,NARRAGANSETT,WASHINGTON,20,NA,Y,7.43752748348925e-05,0.102278630408547
314,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,1.23564859677572e-07,0.00198079341610471
315,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,1.02290186987375e-07,0.00154759904002163
316,NARRAGANSETT,WASHINGTON,20,NA,Y,5.35590061190305e-08,0.000943105521836041
317,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,7.3246922056569e-06,0.0129642351620382
318,NARRAGANSETT,WASHINGTON,20,NA,Y,2.57793208220392e-05,0.0489100393441133
319,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,8.8768570094544e-07,0.00772913811451498
320,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,4.70352006232133e-08,0.000923829596791731
321,NARRAGANSETT,WASHINGTON,20,NA,Y,2.95150357487728e-07,0.00307529227426295
322,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,8.08249751571566e-08,0.0011917431227301
323,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,1.07792629933101e-07,0.00201215388342481
324,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,2.23203642235603e-08,0.000670958461588
325,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,7.46542809793027e-08,0.0012311924894263
326,CHARLESTOWN,WASHINGTON,5,CH,Y,2.48992364504375e-08,0.000638875243228492
327,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,2.666779437277e-07,0.00244598433072706
328,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,5.2768200475839e-07,0.00600343615174228
329,CHARLESTOWN,WASHINGTON,5,CH,Y,2.11286987905623e-08,0.000763252329661624
330,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,4.0094300857163e-07,0.00406643437727473
331,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,7.16386239218991e-08,0.0010559885352128
332,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,5.74604882785934e-07,0.00296802122327024
333,CHARLESTOWN,WASHINGTON,5,CH,Y,3.26760982716223e-08,0.000779083135792158
334,CHARLESTOWN,WASHINGTON,5,CH,Y,1.17809122457402e-08,0.000413974881455487
335,CHARLESTOWN,WASHINGTON,5,CH,Y,2.22382823267253e-08,0.000636359295397929
336,CHARLESTOWN,WASHINGTON,5,CH,Y,2.31497392633173e-06,0.00875977449799283
337,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,2.58089585258858e-08,0.000833326410325682
338,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,8.42653662402881e-08,0.00134677534256084
339,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,4.36316236118728e-06,0.0204019805027047
340,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,4.68087137051043e-07,0.00290083733950616
341,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,3.81371364710503e-07,0.00292067130151636
342,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,3.22528649121523e-07,0.00246814041229904
343,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,2.21291429625126e-08,0.000746860494108429
344,CHARLESTOWN,WASHINGTON,5,CH,Y,2.07777475225157e-06,0.0131450864368248
345,CHARLESTOWN,WASHINGTON,5,CH,Y,4.16706484429596e-06,0.0114920160690055
346,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,4.78450147056719e-07,0.00363216767372546
347,CHARLESTOWN,WASHINGTON,5,CH,Y,1.1905717656191e-07,0.00157541251823231
348,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,4.24374775320757e-08,0.000822387054932576
349,CHARLESTOWN,WASHINGTON,5,CH,Y,4.94374990012147e-06,0.0149285663278274
350,SOUTH KINGSTOWN,WASHINGTON,32,SK,Y,2.98132363241166e-08,0.000686688764746966
351,CHARLESTOWN,WASHINGTON,5,CH,Y,4.33686607266282e-05,0.0498185231631477
352,CHARLESTOWN,WASHINGTON,5,CH,Y,3.49174115399364e-07,0.00256771990090016
353,CHARLESTOWN,WASHINGTON,5,CH,Y,7.71766508478322e-07,0.00649321852870247
354,CHARLESTOWN,WASHINGTON,5,CH,Y,1.39872395266138e-06,0.00797526477840926
355,CHARLESTOWN,WASHINGTON,5,CH,Y,3.38477548211813e-08,0.000854396517516804
356,CHARLESTOWN,WASHINGTON,5,CH,Y,1.85251337825321e-07,0.00321680980088387
357,CHARLESTOWN,WASHINGTON,5,CH,Y,1.15016291601933e-07,0.00158057340720647
358,CHARLESTOWN,WASHINGTON,5,CH,Y,4.92457274958724e-07,0.00494399137241427
359,CHARLESTOWN,WASHINGTON,5,CH,Y,8.00841917225625e-08,0.00192082762730675
360,CHARLESTOWN,WASHINGTON,5,CH,Y,9.09460140974261e-07,0.00872668669673695
361,NARRAGANSETT,WASHINGTON,20,NA,Y,3.35306094711996e-06,0.0440189961402486
362,CHARLESTOWN,WASHINGTON,5,CH,Y,5.68592440686189e-07,0.00385723758002091
363,CHARLESTOWN,WASHINGTON,5,CH,Y,4.56116595159983e-07,0.00362397402781601
364,CHARLESTOWN,WASHINGTON,5,CH,Y,1.01973500932218e-06,0.00495327589709518
365,CHARLESTOWN,WASHINGTON,5,CH,Y,1.66685367730679e-08,0.00051089801301509
366,CHARLESTOWN,WASHINGTON,5,CH,Y,6.52448761684354e-08,0.00103415513062093
367,CHARLESTOWN,WASHINGTON,5,CH,Y,3.11927124130307e-08,0.000723579845350723
368,CHARLESTOWN,WASHINGTON,5,CH,Y,1.27181465359172e-08,0.000439783729744248
369,CHARLESTOWN,WASHINGTON,5,CH,Y,1.79952621692792e-08,0.000614516818562028
370,CHARLESTOWN,WASHINGTON,5,CH,Y,2.75612137556891e-07,0.00239584384261966
371,CHARLESTOWN,WASHINGTON,5,CH,Y,1.62057403940707e-07,0.00175009819909671
372,CHARLESTOWN,WASHINGTON,5,CH,Y,1.04989794635912e-08,0.000379737371127174
373,CHARLESTOWN,WASHINGTON,5,CH,Y,2.59394710155902e-08,0.000601364955387611
374,CHARLESTOWN,WASHINGTON,5,CH,Y,2.32787579079741e-06,0.00638351717612591
375,CHARLESTOWN,WASHINGTON,5,CH,Y,3.19173523166683e-08,0.000695700522930955
376,CHARLESTOWN,WASHINGTON,5,CH,Y,1.85593762580538e-08,0.000525134755015462
377,CHARLESTOWN,WASHINGTON,5,CH,Y,6.29040641797474e-08,0.000943245747598416
378,CHARLESTOWN,WASHINGTON,5,CH,Y,1.06367792795936e-06,0.00974127214841498
379,CHARLESTOWN,WASHINGTON,5,CH,Y,6.41321548755514e-07,0.00323480814000845
380,WESTERLY,WASHINGTON,36,WY,Y,1.1113934306195e-07,0.00138039551922437
381,CHARLESTOWN,WASHINGTON,5,CH,Y,2.66473834926728e-05,0.0507065367528202
382,WESTERLY,WASHINGTON,36,WY,Y,9.50844878389034e-08,0.00145220287389262
383,WESTERLY,WASHINGTON,36,WY,Y,2.99903149425518e-07,0.00213807213405215
384,WESTERLY,WASHINGTON,36,WY,Y,1.57936483446974e-07,0.00165135501200593
385,WESTERLY,WASHINGTON,36,WY,Y,3.05120920529589e-07,0.00230309084856077
386,WESTERLY,WASHINGTON,36,WY,Y,6.19863249085029e-06,0.0201713705274754
387,WESTERLY,WASHINGTON,36,WY,Y,6.02662794335629e-07,0.00503911018936983
388,WESTERLY,WASHINGTON,36,WY,Y,2.84248926618602e-08,0.000678124154096514
389,WESTERLY,WASHINGTON,36,WY,Y,1.33922094391892e-05,0.0388129307014
390,WESTERLY,WASHINGTON,36,WY,Y,2.27103100769455e-08,0.000673616892812256
391,WESTERLY,WASHINGTON,36,WY,Y,3.00865394819994e-08,0.000720528329761362
392,NEW SHOREHAM,WASHINGTON,22,BI,Y,0.00265381911685836,0.472858063123668
393,NEW SHOREHAM,WASHINGTON,22,BI,Y,3.07418076772592e-07,0.00253740986476145
394,PROVIDENCE,PROVIDENCE,28,PR,Y,6.83389771438669e-08,0.00112525508809185
395,PROVIDENCE,PROVIDENCE,28,PR,Y,4.75051820103545e-09,0.000257301485569261
396,PROVIDENCE,PROVIDENCE,28,PR,Y,3.38318159265327e-07,0.00227726977608094
